[Czas: 15:55:19.777]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:55:21.054]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897606] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 15:55:36.369]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899790] |	 Wynik cząstkowy: 42
[Czas: 15:55:36.369]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899790] |	 Wynik cząstkowy: 52
[Czas: 15:55:36.369]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899790] |	 Wynik cząstkowy: 63
[Czas: 15:55:36.369]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899790] |	 Wynik cząstkowy: 96
[Czas: 15:55:36.369]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899790] |	 Wynik cząstkowy: 59
[Czas: 15:55:36.370]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899790] |	 ZDAŁ A (-> B) |	 Wynik: 62.40 pkt
[Czas: 15:55:36.370]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899791] treść nr: 15
[Czas: 15:55:36.370]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899791] treść nr: 35
[Czas: 15:55:36.371]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899791] treść nr: 47
[Czas: 15:55:36.371]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899791] treść nr: 36
[Czas: 15:55:36.371]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899791] treść nr: 38
[Czas: 15:55:36.410]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899791] |	 Wynik cząstkowy: 69
[Czas: 15:55:36.410]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899791] |	 Wynik cząstkowy: 41
[Czas: 15:55:36.410]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899791] |	 Wynik cząstkowy: 78
[Czas: 15:55:36.410]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899791] |	 Wynik cząstkowy: 16
[Czas: 15:55:36.410]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899791] |	 Wynik cząstkowy: 64
[Czas: 15:55:36.411]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899791] |	 ZDAŁ A (-> B) |	 Wynik: 53.60 pkt
[Czas: 15:55:36.412]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899793] treść nr: 43
[Czas: 15:55:36.412]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899793] treść nr: 13
[Czas: 15:55:36.412]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899793] treść nr: 33
[Czas: 15:55:36.412]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899793] treść nr: 12
[Czas: 15:55:36.413]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899793] treść nr: 14
[Czas: 15:55:36.413]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899793] |	 Wynik cząstkowy: 15
[Czas: 15:55:36.413]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899793] |	 Wynik cząstkowy: 78
[Czas: 15:55:36.413]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899793] |	 Wynik cząstkowy: 11
[Czas: 15:55:36.413]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899793] |	 Wynik cząstkowy: 17
[Czas: 15:55:36.413]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899793] |	 Wynik cząstkowy: 36
[Czas: 15:55:36.414]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899793] |	 ZDAŁ A (-> B) |	 Wynik: 31.40 pkt
[Czas: 15:55:36.414]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899794] treść nr: 2
[Czas: 15:55:36.414]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899794] treść nr: 15
[Czas: 15:55:36.415]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899794] treść nr: 36
[Czas: 15:55:36.415]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899794] treść nr: 21
[Czas: 15:55:36.415]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899794] treść nr: 20
[Czas: 15:55:36.416]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899794] |	 Wynik cząstkowy: 80
[Czas: 15:55:36.416]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899794] |	 Wynik cząstkowy: 45
[Czas: 15:55:36.416]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899794] |	 Wynik cząstkowy: 25
[Czas: 15:55:36.416]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899794] |	 Wynik cząstkowy: 88
[Czas: 15:55:36.416]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899794] |	 Wynik cząstkowy: 100
[Czas: 15:55:36.417]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899794] |	 ZDAŁ A (-> B) |	 Wynik: 67.60 pkt
[Czas: 15:55:36.417]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899796] treść nr: 34
[Czas: 15:55:36.417]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899796] treść nr: 18
[Czas: 15:55:36.417]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899796] treść nr: 35
[Czas: 15:55:36.418]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899796] treść nr: 32
[Czas: 15:55:36.418]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899796] treść nr: 5
[Czas: 15:55:36.418]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899796] |	 Wynik cząstkowy: 88
[Czas: 15:55:36.418]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899796] |	 Wynik cząstkowy: 26
[Czas: 15:55:36.418]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899796] |	 Wynik cząstkowy: 40
[Czas: 15:55:36.418]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899796] |	 Wynik cząstkowy: 8
[Czas: 15:55:36.418]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899796] |	 Wynik cząstkowy: 96
[Czas: 15:55:36.419]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899796] |	 ZDAŁ A (-> B) |	 Wynik: 51.60 pkt
[Czas: 15:55:36.419]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899797] treść nr: 49
[Czas: 15:55:36.420]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899797] treść nr: 22
[Czas: 15:55:36.420]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899797] treść nr: 5
[Czas: 15:55:36.420]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899797] treść nr: 31
[Czas: 15:55:36.420]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899797] treść nr: 33
[Czas: 15:55:36.421]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899797] |	 Wynik cząstkowy: 75
[Czas: 15:55:36.421]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899797] |	 Wynik cząstkowy: 85
[Czas: 15:55:36.421]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899797] |	 Wynik cząstkowy: 87
[Czas: 15:55:36.421]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899797] |	 Wynik cząstkowy: 52
[Czas: 15:55:36.421]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899797] |	 Wynik cząstkowy: 51
[Czas: 15:55:36.422]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899797] |	 ZDAŁ A (-> B) |	 Wynik: 70.00 pkt
[Czas: 15:55:36.422]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899799] treść nr: 22
[Czas: 15:55:36.422]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899799] treść nr: 18
[Czas: 15:55:36.422]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899799] treść nr: 4
[Czas: 15:55:36.423]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899799] treść nr: 7
[Czas: 15:55:36.423]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899799] treść nr: 38
[Czas: 15:55:36.423]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899799] |	 Wynik cząstkowy: 6
[Czas: 15:55:36.423]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899799] |	 Wynik cząstkowy: 86
[Czas: 15:55:36.424]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899799] |	 Wynik cząstkowy: 74
[Czas: 15:55:36.424]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899799] |	 Wynik cząstkowy: 17
[Czas: 15:55:36.424]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899799] |	 Wynik cząstkowy: 96
[Czas: 15:55:36.424]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899799] |	 ZDAŁ A (-> B) |	 Wynik: 55.80 pkt
[Czas: 15:55:36.425]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899800] treść nr: 47
[Czas: 15:55:36.425]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899800] treść nr: 15
[Czas: 15:55:36.425]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899800] treść nr: 24
[Czas: 15:55:36.425]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899800] treść nr: 31
[Czas: 15:55:36.425]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899800] treść nr: 46
[Czas: 15:55:36.426]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899800] |	 Wynik cząstkowy: 70
[Czas: 15:55:36.426]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899800] |	 Wynik cząstkowy: 20
[Czas: 15:55:36.426]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899800] |	 Wynik cząstkowy: 9
[Czas: 15:55:36.426]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899800] |	 Wynik cząstkowy: 30
[Czas: 15:55:36.426]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899800] |	 Wynik cząstkowy: 25
[Czas: 15:55:36.427]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899800] |	 ZDAŁ A (-> B) |	 Wynik: 30.80 pkt
[Czas: 15:55:36.427]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899802] treść nr: 13
[Czas: 15:55:36.427]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899802] treść nr: 12
[Czas: 15:55:36.427]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899802] treść nr: 3
[Czas: 15:55:36.428]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899802] treść nr: 19
[Czas: 15:55:36.428]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899802] treść nr: 44
[Czas: 15:55:36.428]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899802] |	 Wynik cząstkowy: 45
[Czas: 15:55:36.428]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899802] |	 Wynik cząstkowy: 89
[Czas: 15:55:36.428]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899802] |	 Wynik cząstkowy: 37
[Czas: 15:55:36.428]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899802] |	 Wynik cząstkowy: 30
[Czas: 15:55:36.428]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899802] |	 Wynik cząstkowy: 35
[Czas: 15:55:36.429]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899802] |	 ZDAŁ A (-> B) |	 Wynik: 47.20 pkt
[Czas: 15:55:36.430]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899803] treść nr: 42
[Czas: 15:55:36.430]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899803] treść nr: 13
[Czas: 15:55:36.430]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899803] treść nr: 20
[Czas: 15:55:36.430]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899803] treść nr: 47
[Czas: 15:55:36.430]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899803] treść nr: 9
[Czas: 15:55:36.431]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899803] |	 Wynik cząstkowy: 18
[Czas: 15:55:36.431]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899803] |	 Wynik cząstkowy: 29
[Czas: 15:55:36.431]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899803] |	 Wynik cząstkowy: 90
[Czas: 15:55:36.431]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899803] |	 Wynik cząstkowy: 36
[Czas: 15:55:36.431]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899803] |	 Wynik cząstkowy: 72
[Czas: 15:55:36.432]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899803] |	 ZDAŁ A (-> B) |	 Wynik: 49.00 pkt
[Czas: 15:55:36.432]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899805] treść nr: 1
[Czas: 15:55:36.432]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899805] treść nr: 21
[Czas: 15:55:36.433]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899805] treść nr: 2
[Czas: 15:55:36.433]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899805] treść nr: 33
[Czas: 15:55:36.433]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899805] treść nr: 17
[Czas: 15:55:36.434]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899805] |	 Wynik cząstkowy: 30
[Czas: 15:55:36.434]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899805] |	 Wynik cząstkowy: 65
[Czas: 15:55:36.434]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899805] |	 Wynik cząstkowy: 34
[Czas: 15:55:36.434]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899805] |	 Wynik cząstkowy: 59
[Czas: 15:55:36.434]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899805] |	 Wynik cząstkowy: 90
[Czas: 15:55:36.435]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899805] |	 ZDAŁ A (-> B) |	 Wynik: 55.60 pkt
[Czas: 15:55:36.435]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899806] treść nr: 3
[Czas: 15:55:36.436]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899806] treść nr: 8
[Czas: 15:55:36.436]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899806] treść nr: 21
[Czas: 15:55:36.436]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899806] treść nr: 10
[Czas: 15:55:36.436]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899806] treść nr: 6
[Czas: 15:55:36.437]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899806] |	 Wynik cząstkowy: 35
[Czas: 15:55:36.437]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899806] |	 Wynik cząstkowy: 92
[Czas: 15:55:36.437]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899806] |	 Wynik cząstkowy: 13
[Czas: 15:55:36.437]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899806] |	 Wynik cząstkowy: 32
[Czas: 15:55:36.437]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899806] |	 Wynik cząstkowy: 61
[Czas: 15:55:36.438]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899806] |	 ZDAŁ A (-> B) |	 Wynik: 46.60 pkt
[Czas: 15:55:36.438]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899807] treść nr: 47
[Czas: 15:55:36.438]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899807] treść nr: 32
[Czas: 15:55:36.438]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899807] treść nr: 41
[Czas: 15:55:36.439]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899807] treść nr: 19
[Czas: 15:55:36.439]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899807] treść nr: 6
[Czas: 15:55:36.439]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899807] |	 Wynik cząstkowy: 76
[Czas: 15:55:36.439]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899807] |	 Wynik cząstkowy: 5
[Czas: 15:55:36.439]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899807] |	 Wynik cząstkowy: 33
[Czas: 15:55:36.439]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899807] |	 Wynik cząstkowy: 23
[Czas: 15:55:36.439]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899807] |	 Wynik cząstkowy: 21
[Czas: 15:55:36.440]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899807] |	 ZDAŁ A (-> B) |	 Wynik: 31.60 pkt
[Czas: 15:55:36.441]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899809] treść nr: 36
[Czas: 15:55:36.441]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899809] treść nr: 33
[Czas: 15:55:36.441]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899809] treść nr: 12
[Czas: 15:55:36.441]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899809] treść nr: 19
[Czas: 15:55:36.442]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899809] treść nr: 2
[Czas: 15:55:36.442]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899809] |	 Wynik cząstkowy: 3
[Czas: 15:55:36.442]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899809] |	 Wynik cząstkowy: 48
