[Czas: 15:56:41.370]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:56:44.472]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 908996] treść nr: 29
[Czas: 15:56:53.738]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911407] |	 ZDAŁ A (-> B) |	 Wynik: 80.40 pkt
[Czas: 15:56:53.738]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911408] treść nr: 27
[Czas: 15:56:53.739]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911408] treść nr: 28
[Czas: 15:56:53.739]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911408] treść nr: 37
[Czas: 15:56:53.739]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911408] treść nr: 2
[Czas: 15:56:53.739]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911408] treść nr: 17
[Czas: 15:56:53.740]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911408] |	 Wynik cząstkowy: 34
[Czas: 15:56:53.739]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911408] |	 Wynik cząstkowy: 57
[Czas: 15:56:53.739]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911408] |	 Wynik cząstkowy: 58
[Czas: 15:56:53.739]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911408] |	 Wynik cząstkowy: 96
[Czas: 15:56:53.739]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911408] |	 Wynik cząstkowy: 47
[Czas: 15:56:53.740]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911408] |	 ZDAŁ A (-> B) |	 Wynik: 58.40 pkt
[Czas: 15:56:53.741]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911410] treść nr: 47
[Czas: 15:56:53.741]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911410] treść nr: 49
[Czas: 15:56:53.741]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911410] treść nr: 32
[Czas: 15:56:53.741]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911410] treść nr: 46
[Czas: 15:56:53.742]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911410] treść nr: 38
[Czas: 15:56:53.742]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911410] |	 Wynik cząstkowy: 62
[Czas: 15:56:53.742]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911410] |	 Wynik cząstkowy: 95
[Czas: 15:56:53.742]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911410] |	 Wynik cząstkowy: 54
[Czas: 15:56:53.742]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911410] |	 Wynik cząstkowy: 91
[Czas: 15:56:53.742]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911410] |	 Wynik cząstkowy: 0
[Czas: 15:56:53.743]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911410] |	 ZDAŁ A (-> B) |	 Wynik: 60.40 pkt
[Czas: 15:56:53.743]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911411] treść nr: 1
[Czas: 15:56:53.743]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911411] treść nr: 42
[Czas: 15:56:53.744]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911411] treść nr: 20
[Czas: 15:56:53.744]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911411] treść nr: 14
[Czas: 15:56:53.744]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911411] treść nr: 8
[Czas: 15:56:53.745]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911411] |	 Wynik cząstkowy: 68
[Czas: 15:56:53.745]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911411] |	 Wynik cząstkowy: 100
[Czas: 15:56:53.745]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911411] |	 Wynik cząstkowy: 29
[Czas: 15:56:53.745]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911411] |	 Wynik cząstkowy: 98
[Czas: 15:56:53.745]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911411] |	 Wynik cząstkowy: 42
[Czas: 15:56:53.745]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911411] |	 ZDAŁ A (-> B) |	 Wynik: 67.40 pkt
[Czas: 15:56:53.746]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911413] treść nr: 16
[Czas: 15:56:53.746]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911413] treść nr: 36
[Czas: 15:56:53.746]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911413] treść nr: 31
[Czas: 15:56:53.746]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911413] treść nr: 2
[Czas: 15:56:53.747]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911413] treść nr: 37
[Czas: 15:56:53.747]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911413] |	 Wynik cząstkowy: 85
[Czas: 15:56:53.747]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911413] |	 Wynik cząstkowy: 43
[Czas: 15:56:53.747]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911413] |	 Wynik cząstkowy: 35
[Czas: 15:56:53.747]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911413] |	 Wynik cząstkowy: 78
[Czas: 15:56:53.747]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911413] |	 Wynik cząstkowy: 81
[Czas: 15:56:53.748]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911413] |	 ZDAŁ A (-> B) |	 Wynik: 64.40 pkt
[Czas: 15:56:53.748]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911414] treść nr: 4
[Czas: 15:56:53.749]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911414] treść nr: 36
[Czas: 15:56:53.749]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911414] treść nr: 20
[Czas: 15:56:53.749]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911414] treść nr: 33
[Czas: 15:56:53.749]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911414] treść nr: 9
[Czas: 15:56:53.750]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911414] |	 Wynik cząstkowy: 70
[Czas: 15:56:53.750]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911414] |	 Wynik cząstkowy: 42
[Czas: 15:56:53.750]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911414] |	 Wynik cząstkowy: 78
[Czas: 15:56:53.750]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911414] |	 Wynik cząstkowy: 52
[Czas: 15:56:53.750]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911414] |	 Wynik cząstkowy: 44
[Czas: 15:56:53.751]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911414] |	 ZDAŁ A (-> B) |	 Wynik: 57.20 pkt
[Czas: 15:56:53.751]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911416] treść nr: 19
[Czas: 15:56:53.751]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911416] treść nr: 20
[Czas: 15:56:53.752]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911416] treść nr: 48
[Czas: 15:56:53.752]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911416] treść nr: 35
[Czas: 15:56:53.752]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911416] treść nr: 27
[Czas: 15:56:53.752]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911416] |	 Wynik cząstkowy: 11
[Czas: 15:56:53.752]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911416] |	 Wynik cząstkowy: 34
[Czas: 15:56:53.752]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911416] |	 Wynik cząstkowy: 33
[Czas: 15:56:53.752]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911416] |	 Wynik cząstkowy: 40
[Czas: 15:56:53.752]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911416] |	 Wynik cząstkowy: 61
[Czas: 15:56:53.753]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911416] |	 ZDAŁ A (-> B) |	 Wynik: 35.80 pkt
[Czas: 15:56:53.754]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911417] treść nr: 7
[Czas: 15:56:53.754]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911417] treść nr: 41
[Czas: 15:56:53.754]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911417] treść nr: 47
[Czas: 15:56:53.754]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911417] treść nr: 10
[Czas: 15:56:53.754]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911417] treść nr: 27
[Czas: 15:56:53.755]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911417] |	 Wynik cząstkowy: 11
[Czas: 15:56:53.755]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911417] |	 Wynik cząstkowy: 93
[Czas: 15:56:53.755]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911417] |	 Wynik cząstkowy: 100
[Czas: 15:56:53.755]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911417] |	 Wynik cząstkowy: 92
[Czas: 15:56:53.755]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911417] |	 Wynik cząstkowy: 0
[Czas: 15:56:53.755]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911417] |	 ZDAŁ A (-> B) |	 Wynik: 59.20 pkt
[Czas: 15:56:53.756]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911419] treść nr: 50
[Czas: 15:56:53.756]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911419] treść nr: 22
[Czas: 15:56:53.756]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911419] treść nr: 29
[Czas: 15:56:53.756]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911419] treść nr: 37
[Czas: 15:56:53.757]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911419] treść nr: 5
[Czas: 15:56:53.757]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911419] |	 Wynik cząstkowy: 79
[Czas: 15:56:53.757]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911419] |	 Wynik cząstkowy: 15
[Czas: 15:56:53.757]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911419] |	 Wynik cząstkowy: 28
[Czas: 15:56:53.757]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911419] |	 Wynik cząstkowy: 11
[Czas: 15:56:53.757]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911419] |	 Wynik cząstkowy: 73
[Czas: 15:56:53.758]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911419] |	 ZDAŁ A (-> B) |	 Wynik: 41.20 pkt
[Czas: 15:56:53.758]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911421] treść nr: 9
[Czas: 15:56:53.758]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911421] treść nr: 26
[Czas: 15:56:53.759]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911421] treść nr: 36
[Czas: 15:56:53.759]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911421] treść nr: 8
[Czas: 15:56:53.759]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911421] treść nr: 12
[Czas: 15:56:53.760]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911421] |	 Wynik cząstkowy: 72
[Czas: 15:56:53.760]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911421] |	 Wynik cząstkowy: 48
[Czas: 15:56:53.760]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911421] |	 Wynik cząstkowy: 8
[Czas: 15:56:53.760]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911421] |	 Wynik cząstkowy: 99
[Czas: 15:56:53.760]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911421] |	 Wynik cząstkowy: 24
[Czas: 15:56:53.761]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911421] |	 ZDAŁ A (-> B) |	 Wynik: 50.20 pkt
[Czas: 15:56:53.761]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911423] treść nr: 44
[Czas: 15:56:53.762]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911423] treść nr: 13
[Czas: 15:56:53.762]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911423] treść nr: 50
[Czas: 15:56:53.762]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911423] treść nr: 41
[Czas: 15:56:53.762]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911423] treść nr: 22
[Czas: 15:56:53.763]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911423] |	 Wynik cząstkowy: 18
[Czas: 15:56:53.763]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911423] |	 Wynik cząstkowy: 8
[Czas: 15:56:53.763]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911423] |	 Wynik cząstkowy: 87
[Czas: 15:56:53.763]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911423] |	 Wynik cząstkowy: 16
[Czas: 15:56:53.763]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911423] |	 Wynik cząstkowy: 27
[Czas: 15:56:53.763]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911423] |	 ZDAŁ A (-> B) |	 Wynik: 31.20 pkt
[Czas: 15:56:53.764]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911424] treść nr: 19
[Czas: 15:56:53.764]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911424] treść nr: 26
[Czas: 15:56:53.764]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911424] treść nr: 45
[Czas: 15:56:53.765]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911424] treść nr: 47
[Czas: 15:56:53.765]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911424] treść nr: 15
[Czas: 15:56:53.765]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911424] |	 Wynik cząstkowy: 39
[Czas: 15:56:53.765]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911424] |	 Wynik cząstkowy: 68
[Czas: 15:56:53.765]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911424] |	 Wynik cząstkowy: 50
[Czas: 15:56:53.765]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911424] |	 Wynik cząstkowy: 22
[Czas: 15:56:53.765]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911424] |	 Wynik cząstkowy: 83
[Czas: 15:56:53.766]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911424] |	 ZDAŁ A (-> B) |	 Wynik: 52.40 pkt
[Czas: 15:56:53.766]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911426] treść nr: 19
[Czas: 15:56:53.767]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911426] treść nr: 43
[Czas: 15:56:53.767]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911426] treść nr: 20
[Czas: 15:56:53.767]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911426] treść nr: 4
[Czas: 15:56:53.767]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911426] treść nr: 50
[Czas: 15:56:53.768]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911426] |	 Wynik cząstkowy: 70
[Czas: 15:56:53.768]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911426] |	 Wynik cząstkowy: 94
[Czas: 15:56:53.768]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911426] |	 Wynik cząstkowy: 6
[Czas: 15:56:53.768]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911426] |	 Wynik cząstkowy: 40
[Czas: 15:56:53.768]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911426] |	 Wynik cząstkowy: 8
[Czas: 15:56:53.768]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911426] |	 ZDAŁ A (-> B) |	 Wynik: 43.60 pkt
[Czas: 15:56:53.769]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911427] treść nr: 15
[Czas: 15:56:53.769]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911427] treść nr: 4
[Czas: 15:56:53.769]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911427] treść nr: 35
[Czas: 15:56:53.769]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911427] treść nr: 14
[Czas: 15:56:53.770]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911427] treść nr: 46
[Czas: 15:56:53.770]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911427] |	 Wynik cząstkowy: 59
[Czas: 15:56:53.770]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911427] |	 Wynik cząstkowy: 94
[Czas: 15:56:53.770]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911427] |	 Wynik cząstkowy: 81
[Czas: 15:56:53.770]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911427] |	 Wynik cząstkowy: 11
[Czas: 15:56:53.770]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911427] |	 Wynik cząstkowy: 3
[Czas: 15:56:53.771]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911427] |	 ZDAŁ A (-> B) |	 Wynik: 49.60 pkt
[Czas: 15:56:53.772]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911429] treść nr: 6
