[Czas: 15:27:16.177]	[Komisja B] [P] Przewodniczący 0 w komisji B: Rozpoczynam pracę.
[Czas: 15:27:22.489]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767349] treść nr: 37
[Czas: 15:27:58.912]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768445] treść nr: 5
[Czas: 15:27:58.912]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768445] |	 Wynik cząstkowy: 13
[Czas: 15:27:58.912]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768445] |	 Wynik cząstkowy: 72
[Czas: 15:27:58.912]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768445] |	 Wynik cząstkowy: 17
[Czas: 15:27:58.913]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768445] |	 ZDAŁ B |	 Wynik: 34.00 pkt
[Czas: 15:27:58.914]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768446] treść nr: 49
[Czas: 15:27:58.914]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768446] treść nr: 45
[Czas: 15:27:58.914]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768446] treść nr: 2
[Czas: 15:27:58.914]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768446] |	 Wynik cząstkowy: 86
[Czas: 15:27:58.914]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768446] |	 Wynik cząstkowy: 83
[Czas: 15:27:58.914]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768446] |	 Wynik cząstkowy: 5
[Czas: 15:27:58.915]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768446] |	 ZDAŁ B |	 Wynik: 58.00 pkt
[Czas: 15:27:58.916]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768447] treść nr: 17
[Czas: 15:27:58.916]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768447] treść nr: 43
[Czas: 15:27:58.916]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768447] treść nr: 46
[Czas: 15:27:58.917]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768447] |	 Wynik cząstkowy: 33
[Czas: 15:27:58.917]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768447] |	 Wynik cząstkowy: 18
[Czas: 15:27:58.917]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768447] |	 Wynik cząstkowy: 61
[Czas: 15:27:58.917]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768447] |	 ZDAŁ B |	 Wynik: 37.33 pkt
[Czas: 15:27:58.919]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768448] treść nr: 46
[Czas: 15:27:58.919]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768448] treść nr: 21
[Czas: 15:27:58.919]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768448] treść nr: 19
[Czas: 15:27:58.919]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768448] |	 Wynik cząstkowy: 33
[Czas: 15:27:58.919]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768448] |	 Wynik cząstkowy: 65
[Czas: 15:27:58.919]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768448] |	 Wynik cząstkowy: 55
[Czas: 15:27:58.920]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768448] |	 ZDAŁ B |	 Wynik: 51.00 pkt
[Czas: 15:27:58.921]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768449] treść nr: 43
[Czas: 15:27:58.921]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768449] treść nr: 31
[Czas: 15:27:58.922]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768449] treść nr: 7
[Czas: 15:27:58.922]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768449] |	 Wynik cząstkowy: 4
[Czas: 15:27:58.922]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768449] |	 Wynik cząstkowy: 23
[Czas: 15:27:58.922]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768449] |	 Wynik cząstkowy: 49
[Czas: 15:27:58.922]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768449] |	 OBLAŁ B |	 Wynik: 25.33 pkt
[Czas: 15:27:58.924]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768450] treść nr: 27
[Czas: 15:27:58.924]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768450] treść nr: 39
[Czas: 15:27:58.924]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768450] treść nr: 10
[Czas: 15:27:58.925]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768450] |	 Wynik cząstkowy: 64
[Czas: 15:27:58.925]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768450] |	 Wynik cząstkowy: 77
[Czas: 15:27:58.925]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768450] |	 Wynik cząstkowy: 53
[Czas: 15:27:58.996]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768450] |	 ZDAŁ B |	 Wynik: 64.67 pkt
[Czas: 15:27:58.997]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768451] treść nr: 4
[Czas: 15:27:58.997]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768451] treść nr: 25
[Czas: 15:27:58.998]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768451] treść nr: 7
[Czas: 15:27:58.998]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768451] |	 Wynik cząstkowy: 26
[Czas: 15:27:58.998]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768451] |	 Wynik cząstkowy: 83
[Czas: 15:27:58.998]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768451] |	 Wynik cząstkowy: 72
[Czas: 15:27:58.999]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768451] |	 ZDAŁ B |	 Wynik: 60.33 pkt
[Czas: 15:27:59.000]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768452] treść nr: 42
[Czas: 15:27:59.000]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768452] treść nr: 6
[Czas: 15:27:59.000]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768452] treść nr: 22
[Czas: 15:27:59.000]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768452] |	 Wynik cząstkowy: 73
[Czas: 15:27:59.000]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768452] |	 Wynik cząstkowy: 99
[Czas: 15:27:59.000]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768452] |	 Wynik cząstkowy: 75
[Czas: 15:27:59.001]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768452] |	 ZDAŁ B |	 Wynik: 82.33 pkt
[Czas: 15:27:59.002]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768453] treść nr: 9
[Czas: 15:27:59.002]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768453] treść nr: 47
[Czas: 15:27:59.002]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768453] treść nr: 29
[Czas: 15:27:59.003]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768453] |	 Wynik cząstkowy: 11
[Czas: 15:27:59.003]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768453] |	 Wynik cząstkowy: 33
[Czas: 15:27:59.003]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768453] |	 Wynik cząstkowy: 9
[Czas: 15:27:59.003]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768453] |	 OBLAŁ B |	 Wynik: 17.67 pkt
[Czas: 15:27:59.004]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768454] treść nr: 37
[Czas: 15:27:59.004]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768454] treść nr: 44
[Czas: 15:27:59.004]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768454] treść nr: 15
[Czas: 15:27:59.005]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768454] |	 Wynik cząstkowy: 50
[Czas: 15:27:59.005]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768454] |	 Wynik cząstkowy: 8
[Czas: 15:27:59.005]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768454] |	 Wynik cząstkowy: 91
[Czas: 15:27:59.005]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768454] |	 ZDAŁ B |	 Wynik: 49.67 pkt
[Czas: 15:27:59.006]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768455] treść nr: 20
[Czas: 15:27:59.007]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768455] treść nr: 48
[Czas: 15:27:59.007]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768455] treść nr: 27
[Czas: 15:27:59.007]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768455] |	 Wynik cząstkowy: 0
[Czas: 15:27:59.007]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768455] |	 Wynik cząstkowy: 98
[Czas: 15:27:59.007]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768455] |	 Wynik cząstkowy: 50
[Czas: 15:27:59.008]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768455] |	 ZDAŁ B |	 Wynik: 49.33 pkt
[Czas: 15:27:59.009]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768456] treść nr: 3
[Czas: 15:27:59.009]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768456] treść nr: 5
[Czas: 15:27:59.009]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768456] treść nr: 32
[Czas: 15:27:59.009]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768456] |	 Wynik cząstkowy: 23
[Czas: 15:27:59.009]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768456] |	 Wynik cząstkowy: 29
[Czas: 15:27:59.009]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768456] |	 Wynik cząstkowy: 78
[Czas: 15:27:59.010]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768456] |	 ZDAŁ B |	 Wynik: 43.33 pkt
[Czas: 15:27:59.011]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768457] treść nr: 36
[Czas: 15:27:59.011]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768457] treść nr: 22
[Czas: 15:27:59.012]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768457] treść nr: 2
[Czas: 15:27:59.012]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768457] |	 Wynik cząstkowy: 90
[Czas: 15:27:59.012]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768457] |	 Wynik cząstkowy: 82
[Czas: 15:27:59.012]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768457] |	 Wynik cząstkowy: 81
[Czas: 15:27:59.012]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768457] |	 ZDAŁ B |	 Wynik: 84.33 pkt
[Czas: 15:27:59.013]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768458] treść nr: 20
[Czas: 15:27:59.013]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768458] treść nr: 44
[Czas: 15:27:59.014]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768458] treść nr: 25
[Czas: 15:27:59.014]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768458] |	 Wynik cząstkowy: 99
[Czas: 15:27:59.014]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768458] |	 Wynik cząstkowy: 39
[Czas: 15:27:59.014]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768458] |	 Wynik cząstkowy: 35
[Czas: 15:27:59.014]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768458] |	 ZDAŁ B |	 Wynik: 57.67 pkt
[Czas: 15:27:59.015]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768459] treść nr: 9
[Czas: 15:27:59.016]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768459] treść nr: 22
[Czas: 15:27:59.016]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768459] treść nr: 32
[Czas: 15:27:59.016]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768459] |	 Wynik cząstkowy: 50
[Czas: 15:27:59.016]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768459] |	 Wynik cząstkowy: 57
[Czas: 15:27:59.016]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768459] |	 Wynik cząstkowy: 64
[Czas: 15:27:59.017]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768459] |	 ZDAŁ B |	 Wynik: 57.00 pkt
[Czas: 15:27:59.018]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768460] treść nr: 41
[Czas: 15:27:59.018]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768460] treść nr: 34
[Czas: 15:27:59.018]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768460] treść nr: 39
[Czas: 15:27:59.019]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768460] |	 Wynik cząstkowy: 27
[Czas: 15:27:59.019]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768460] |	 Wynik cząstkowy: 78
[Czas: 15:27:59.019]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768460] |	 Wynik cząstkowy: 35
[Czas: 15:27:59.019]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768460] |	 ZDAŁ B |	 Wynik: 46.67 pkt
[Czas: 15:27:59.020]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768461] treść nr: 26
[Czas: 15:27:59.020]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768461] treść nr: 40
[Czas: 15:27:59.020]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768461] treść nr: 48
[Czas: 15:27:59.021]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768461] |	 Wynik cząstkowy: 0
[Czas: 15:27:59.021]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768461] |	 Wynik cząstkowy: 8
[Czas: 15:27:59.021]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768461] |	 Wynik cząstkowy: 24
[Czas: 15:27:59.022]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768461] |	 OBLAŁ B |	 Wynik: 10.67 pkt
[Czas: 15:27:59.023]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768462] treść nr: 3
[Czas: 15:27:59.023]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768462] treść nr: 39
[Czas: 15:27:59.023]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768462] treść nr: 50
[Czas: 15:27:59.024]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768462] |	 Wynik cząstkowy: 97
[Czas: 15:27:59.024]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768462] |	 Wynik cząstkowy: 37
[Czas: 15:27:59.024]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768462] |	 Wynik cząstkowy: 19
[Czas: 15:27:59.024]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768462] |	 ZDAŁ B |	 Wynik: 51.00 pkt
[Czas: 15:27:59.025]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768463] treść nr: 33
[Czas: 15:27:59.026]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768463] treść nr: 19
[Czas: 15:27:59.026]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768463] treść nr: 27
[Czas: 15:27:59.026]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768463] |	 Wynik cząstkowy: 83
[Czas: 15:27:59.026]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768463] |	 Wynik cząstkowy: 68
[Czas: 15:27:59.026]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768463] |	 Wynik cząstkowy: 45
[Czas: 15:27:59.027]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768463] |	 ZDAŁ B |	 Wynik: 65.33 pkt
[Czas: 15:27:59.030]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768465] treść nr: 47
[Czas: 15:27:59.031]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768465] treść nr: 28
[Czas: 15:27:59.031]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768465] treść nr: 36
[Czas: 15:27:59.031]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768465] |	 Wynik cząstkowy: 68
[Czas: 15:27:59.031]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768465] |	 Wynik cząstkowy: 2
[Czas: 15:27:59.031]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768465] |	 Wynik cząstkowy: 81
[Czas: 15:27:59.032]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768465] |	 ZDAŁ B |	 Wynik: 50.33 pkt
[Czas: 15:27:59.033]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768466] treść nr: 21
[Czas: 15:27:59.033]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768466] treść nr: 43
[Czas: 15:27:59.033]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768466] treść nr: 36
[Czas: 15:27:59.034]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768466] |	 Wynik cząstkowy: 53
[Czas: 15:27:59.034]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768466] |	 Wynik cząstkowy: 75
[Czas: 15:27:59.034]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768466] |	 Wynik cząstkowy: 13
[Czas: 15:27:59.034]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768466] |	 ZDAŁ B |	 Wynik: 47.00 pkt
[Czas: 15:27:59.035]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768468] treść nr: 5
[Czas: 15:27:59.036]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768468] treść nr: 42
